C.D.S.  -  SIMBAD4 rel 1.8  -  2024.10.10CEST17:08:04

m13
---

Number of objects : 1909

 #  ;dist(asec);typed ident;            identifier             ;typ;       coord1 (ICRS,J2000/2000)        ;  Mag U  ;  Mag B  ;  Mag V  ;  Mag R  ;  Mag I  ;  spec. type   ;#bib;#not
----;----------;-----------;-----------------------------------;---;---------------------------------------;---------;---------;---------;---------;---------;---------------;----;----
1660;    408.20;m13        ;[C99] M13ms J1641078+362746        ;*  ;16 41 07.8 +36 27 46                   ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
1661;    408.60;m13        ;Cl* NGC 6205 AJ 67                 ;*  ;16 41 25.1631742512 +36 21 43.792670232;     ~   ;16.38    ;15.69    ;     ~   ;     ~   ;~              ;   2;   0
1662;    409.03;m13        ;Gaia DR3 1328053438961427200       ;*  ;16 41 52.6497478008 +36 21 13.936628844;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
1663;    409.56;m13        ;Gaia DR3 1328053542040550912       ;*  ;16 42 06.2661710112 +36 22 59.060420904;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
1664;    410.54;m13        ;NGC 6205 6                         ;*  ;16 41 09.9360699984 +36 30 10.392889356;     ~   ;15.17    ;15.00    ;     ~   ;     ~   ;~              ;  20;   0
1665;    410.80;m13        ;[C99] M13ms J1641079+362645        ;*  ;16 41 07.9 +36 26 45                   ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
1666;    411.40;m13        ;Gaia DR3 1328107040158795264       ;*  ;16 41 27.0790773864 +36 33 52.849538856;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
1667;    411.53;m13        ;NVSS J164207+362317                ;Rad;16 42 08.0 +36 23 20                   ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   1
1668;    412.04;m13        ;NGC 6205 21                        ;HS?;16 41 15.8736729264 +36 32 11.480964072;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   3;   0
1669;    413.14;m13        ;SDSSCGB 32899.1                    ;G  ;16 41 27.138 +36 33 55.11              ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
1670;    413.28;m13        ;[LBS2008] 250.3407440+36.554901    ;*  ;16 41 21.779 +36 33 17.64              ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
1671;    413.87;m13        ;NGC 6205 17                        ;*  ;16 41 15.2634792840 +36 23 16.196099100;     ~   ;15.18    ;15.09    ;     ~   ;     ~   ;~              ;  14;   0
1672;    415.04;m13        ;GSC 02588-01504                    ;RG*;16 41 27.149 +36 33 57.26              ;     ~   ;15.39    ;15.12    ;13.56    ;     ~   ;~              ;   9;   0
1673;    415.34;m13        ;Cl* NGC 6205 PA 39                 ;*  ;16 42 03.2217182784 +36 22 17.318165520;     ~   ;17.54    ;16.86    ;     ~   ;     ~   ;~              ;   1;   0
1674;    415.68;m13        ;[C99] M13ms J1641072+362756        ;*  ;16 41 07.2 +36 27 56                   ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
1675;    415.84;m13        ;[C99] M13ms J1641077+362628        ;*  ;16 41 07.7 +36 26 28                   ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
1676;    416.49;m13        ;Cl* NGC 6205 AJ 51                 ;*  ;16 41 12.9681019008 +36 23 48.858165852;     ~   ;17.80    ;17.20    ;     ~   ;     ~   ;~              ;   5;   0
1677;    416.72;m13        ;NGC 6205 1076                      ;HS?;16 42 00.5943008136 +36 33 29.173289904;     ~   ;16.54    ;17.03    ;     ~   ;     ~   ;~              ;   6;   0
1678;    417.27;m13        ;[C99] M13ms J1641099+363027        ;*  ;16 41 09.9 +36 30 27                   ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
1679;    417.38;m13        ;NGC 6205 1053                      ;*  ;16 41 56.9690571168 +36 33 54.956903832;     ~   ;14.86    ;15.01    ;     ~   ;     ~   ;~              ;  10;   0
1680;    417.42;m13        ;Cl* NGC 6205 AJ 69                 ;*  ;16 41 21.7154683680 +36 21 59.531111172;     ~   ;16.58    ;15.91    ;     ~   ;     ~   ;~              ;   2;   0
1681;    418.10;m13        ;NGC 6205 1107                      ;*  ;16 42 07.4681107968 +36 23 02.213478204;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
1682;    418.23;m13        ;Cl* NGC 6205 SAV A466              ;*  ;16 41 20.8847540400 +36 22 05.809370952;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   0;   0
1683;    418.49;m13        ;Gaia DR3 1328053198443511296       ;*  ;16 41 41.7860129904 +36 20 42.268583616;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
1684;    419.11;m13        ;Gaia DR2 1328059073967800832       ;HS?;16 42 10.9172997984 +36 31 26.487826104;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   2;   0
1685;    419.29;m13        ;Cl* NGC 6205 AJ 5                  ;*  ;16 41 07.2267753480 +36 28 40.275319188;     ~   ;18.27    ;17.68    ;     ~   ;     ~   ;~              ;   1;   0
1686;    419.74;m13        ;FIRST J164208.4+362313             ;Rad;16 42 08.43 +36 23 13.2                ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   0;   0
1687;    419.82;m13        ;Cl* NGC 6205 BAUM 26               ;*  ;16 41 08.3479803744 +36 29 43.508777892;     ~   ;18.28    ;17.99    ;     ~   ;     ~   ;~              ;   4;   0
1688;    423.20;m13        ;2MASS J16420581+3622342            ;RG*;16 42 05.8000168488 +36 22 34.136298480;     ~   ;15.96    ;15.22    ;     ~   ;     ~   ;~              ;  12;   1
1689;    423.88;m13        ;Gaia DR3 1328032990623361024       ;*  ;16 41 25.0382124768 +36 21 27.199161072;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
1690;    424.12;m13        ;[C99] M13ms J1641105+363058        ;*  ;16 41 10.5 +36 30 58                   ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
1691;    424.36;m13        ;SDSSCGB 32899.4                    ;G  ;16 41 25.9752441960 +36 34 00.813531144;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
1692;    424.73;m13        ;SDSSCGB 32899                      ;CGG;16 41 26.8 +36 34 06                   ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
1693;    424.78;m13        ;[CM2005] M13 C41101-3050           ;*  ;16 41 10.1 +36 30 50                   ;     ~   ;     ~   ;17.28    ;     ~   ;     ~   ;~              ;   2;   0
1694;    424.95;m13        ;[CM2005] M13 C41099-3046           ;RG*;16 41 09.9362644176 +36 30 46.354439304;     ~   ;     ~   ;17.27    ;     ~   ;     ~   ;~              ;   5;   0
1695;    425.25;m13        ;Cl* NGC 6205 AJ 3                  ;RG*;16 41 06.4884305088 +36 28 13.733500476;     ~   ;14.29    ;13.25    ;     ~   ;     ~   ;~              ;  34;   0
1696;    425.99;m13        ;SDSSCGB 32899.3                    ;G  ;16 41 27.251 +36 34 09.85              ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
1697;    426.36;m13        ;[C99] M13ms J1641063+362732        ;*  ;16 41 06.3 +36 27 32                   ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
1698;    426.80;m13        ;Gaia DR2 1328033712177881344       ;HS?;16 41 21.9641371752 +36 21 46.096016328;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   3;   0
1699;    426.82;m13        ;Gaia DR2 1328053537746970112       ;HS?;16 42 07.1345031000 +36 22 45.048087840;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   3;   0
1700;    427.78;m13        ;Gaia DR3 1328060104761909632       ;EB*;16 42 04.5092671427 +36 33 07.743995192;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
1701;    428.38;m13        ;[C99] M13ms J1641120+363137        ;*  ;16 41 12.0 +36 31 37                   ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
1702;    429.65;m13        ;Cl* NGC 6205 KAD 658               ;RG*;16 42 16.5045985248 +36 26 13.691318460;     ~   ;15.69    ;14.71    ;     ~   ;     ~   ;~              ;  17;   0
1703;    430.26;m13        ;[LBS2008] 250.5659027+36.495499    ;*  ;16 42 15.817 +36 29 43.80              ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
1704;    430.38;m13        ;NGC 6205 2                         ;RS*;16 41 08.0249608368 +36 30 05.385825900;     ~   ;15.50    ;15.37    ;     ~   ;     ~   ;~              ;  16;   0
1705;    432.23;m13        ;Gaia DR3 1328055672344453504       ;*  ;16 42 17.4405385896 +36 27 56.280778344;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
1706;    433.10;m13        ;Gaia DR3 1328105627109055616       ;*  ;16 41 06.4738368048 +36 29 08.579559012;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
1707;    433.31;m13        ;Gaia DR3 1328081373434173824       ;*  ;16 41 05.7341082936 +36 27 27.284384736;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
1708;    433.34;m13        ;Cl* NGC 6205 BAUM 21               ;*  ;16 42 15.9756147720 +36 25 34.000762332;     ~   ;17.50    ;16.10    ;     ~   ;     ~   ;~              ;   2;   0
1709;    433.57;m13        ;NGC 6205 1079                      ;*  ;16 42 01.1059540488 +36 33 45.264747312;     ~   ;15.37    ;15.37    ;     ~   ;     ~   ;~              ;   9;   0
1710;    434.51;m13        ;NGC 6205 1                         ;*  ;16 41 08.0390179608 +36 30 17.709133428;     ~   ;15.02    ;14.35    ;     ~   ;     ~   ;~              ;  10;   0
1711;    434.86;m13        ;Gaia DR2 1328081300414229376       ;HS?;16 41 05.7349448952 +36 27 01.851948864;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   3;   0
1712;    435.01;m13        ;[C99] M13ms J1641101+363112        ;*  ;16 41 10.1 +36 31 12                   ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
1713;    435.05;m13        ;[C99] M13ms J1641056+362724        ;*  ;16 41 05.6 +36 27 24                   ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
1714;    435.10;m13        ;SDSSCGB 32899.2                    ;G  ;16 41 26.8264562448 +36 34 17.543224560;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
1715;    435.85;m13        ;[LBS2008] 250.5353241+36.542400    ;*  ;16 42 08.478 +36 32 32.64              ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
1716;    435.85;m13        ;FIRST J164111.9+363150             ;Rad;16 41 12.00 +36 31 50.3                ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   0;   0
1717;    435.97;m13        ;[C99] M13ms J1641068+362545        ;*  ;16 41 06.8 +36 25 45                   ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
1718;    435.97;m13        ;[C99] M13ms J1641077+363011        ;*  ;16 41 07.7 +36 30 11                   ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
1719;    437.51;m13        ;Gaia DR3 1328059310188099840       ;*  ;16 42 10.6747638240 +36 32 03.020635284;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
1720;    438.10;m13        ;[KGS2008] J164105.8+362630         ;RG*;16 41 05.8 +36 26 30                   ;     ~   ;17.47    ;16.86    ;     ~   ;16.05    ;~              ;   1;   0
1721;    440.26;m13        ;CRTS J164113.2+362307              ;RR*;16 41 13.1619261528 +36 23 05.549064180;     ~   ;     ~   ;17.76    ;     ~   ;     ~   ;~              ;   1;   0
1722;    441.12;m13        ;Gaia DR3 1328081266054468224       ;*  ;16 41 05.8281174576 +36 26 11.622760404;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
1723;    442.73;m13        ;Cl* NGC 6205 SAN 21                ;*  ;16 41 54.686 +36 20 47.01              ;     ~   ;14.5     ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
1724;    442.86;m13        ;Cl* NGC 6205 AJ 2                  ;RG*;16 41 05.0724333192 +36 28 20.864287632;     ~   ;15.56    ;14.71    ;     ~   ;     ~   ;~              ;  16;   0
1725;    443.60;m13        ;NGC 6205 11                        ;*  ;16 41 13.87 +36 22 50.1                ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   2;   0
1726;    444.35;m13        ;Gaia DR3 1328106352964105216       ;*  ;16 41 18.9365125728 +36 33 30.842131428;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
1727;    444.38;m13        ;[KGS2008] J164104.8+362745         ;RG*;16 41 04.8 +36 27 45                   ;     ~   ;17.48    ;16.92    ;     ~   ;16.10    ;~              ;   1;   0
1728;    444.55;m13        ;Gaia DR3 1328059310183474432       ;*  ;16 42 09.3415111176 +36 32 34.029766356;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
1729;    446.19;m13        ;NGC 6205 37                        ;*  ;16 41 18.4899304080 +36 33 28.929672900;     ~   ;15.61    ;14.71    ;     ~   ;     ~   ;~              ;   3;   0
1730;    448.78;m13        ;[C99] M13ms J1641129+363226        ;*  ;16 41 12.9 +36 32 26                   ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
1731;    449.74;m13        ;[C99] M13ms J1641107+363152        ;*  ;16 41 10.7 +36 31 52                   ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
1732;    449.89;m13        ;2MASS J16410615+3625227            ;RG*;16 41 06.1480978464 +36 25 22.739126520;     ~   ;15.30    ;14.46    ;     ~   ;     ~   ;~              ;  23;   0
1733;    450.89;m13        ;[SLB2011b] 250.57255+36.42518      ;*  ;16 42 17.415 +36 25 30.80              ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   3;   0
1734;    451.21;m13        ;Cl* NGC 6205 KAD 659               ;RG*;16 42 16.5285131928 +36 24 58.640906016;     ~   ;15.16    ;14.24    ;13.1     ;     ~   ;~              ;  18;   0
1735;    451.48;m13        ;[MMN2008b] N6205 FIS1              ;IR ;16 41 46.6 +36 20 13                   ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
1736;    451.78;m13        ;[C99] M13ms J1641064+362508        ;*  ;16 41 06.4 +36 25 08                   ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
1737;    452.92;m13        ;[C99] M13ms J1641059+363000        ;*  ;16 41 05.9 +36 30 00                   ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
1738;    453.00;m13        ;[SLB2011b] 250.51618+36.35997      ;*  ;16 42 03.888 +36 21 36.00              ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   3;   0
1739;    453.75;m13        ;Cl* NGC 6205 KAD 664               ;*  ;16 42 18.4084199496 +36 29 16.335488616;     ~   ;14.79    ;14.09    ;     ~   ;     ~   ;~              ;   3;   0
1740;    454.04;m13        ;Gaia DR2 1328033952696153216       ;HS?;16 41 09.8745395352 +36 23 37.380493212;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   2;   0
1741;    455.60;m13        ;[C99] M13ms J1641087+363124        ;*  ;16 41 08.7 +36 31 24                   ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
1742;    456.05;m13        ;NGC 6205 9                         ;*  ;16 41 11.4953312760 +36 32 16.282230036;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
1743;    457.06;m13        ;[C99] M13ms J1641079+362413        ;*  ;16 41 07.9 +36 24 13                   ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
1744;    457.46;m13        ;[SLB2011b] 250.36344+36.57887      ;*  ;16 41 27.222 +36 34 43.94              ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   3;   0
1745;    457.92;m13        ;[C99] M13ms J1641071+362431        ;*  ;16 41 07.1 +36 24 31                   ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
1746;    458.43;m13        ;2MASS J16414409+3635181            ;LM*;16 41 44.0883451704 +36 35 18.223438272;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;M0V            ;   2;   0
1747;    458.67;m13        ;NGC 6205 22                        ;RG*;16 41 15.8290677600 +36 33 17.777451672;     ~   ;15.74    ;14.93    ;     ~   ;     ~   ;~              ;  23;   0
1748;    460.50;m13        ;Cl* NGC 6205 KAD 229               ;*  ;16 41 06.7079458608 +36 24 35.236057788;     ~   ;14.72    ;14.81    ;     ~   ;     ~   ;~              ;   3;   0
1749;    460.66;m13        ;Gaia DR3 1328053164083822592       ;*  ;16 41 38.0358859008 +36 20 02.144044320;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
1750;    463.07;m13        ;Gaia DR3 1328054297963963392       ;RR?;16 42 13.4241459840 +36 23 21.498231660;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
1751;    463.57;m13        ;FIRST J164109.0+363147             ;Rad;16 41 09.10 +36 31 47.7                ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   0;   0
1752;    463.69;m13        ;2MASS J16420985+3622261            ;RG*;16 42 09.8490868032 +36 22 26.085743076;     ~   ;14.86    ;14.12    ;     ~   ;     ~   ;~              ;  10;   0
1753;    464.10;m13        ;SDSS J164219.86+362831.8           ;*  ;16 42 19.8741338088 +36 28 31.811313324;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   3;   0
1754;    465.72;m13        ;Gaia DR2 1328054293661222400       ;HS?;16 42 12.8052896880 +36 23 06.259403292;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   3;   0
1755;    467.99;m13        ;SDSS J164215.87+362400.9           ;*  ;16 42 15.8726331288 +36 24 01.045192212;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   3;   0
1756;    468.07;m13        ;2MASS J16421361+3632062            ;*  ;16 42 13.6062542448 +36 32 06.193523112;     ~   ;15.7     ;     ~   ;15.4     ;     ~   ;~              ;   1;   0
1757;    468.20;m13        ;2MASS J16411958+3621154            ;AB*;16 41 19.5803077008 +36 21 15.616875600;     ~   ;12.95    ;11.96    ;     ~   ;     ~   ;~              ;  25;   0
1758;    468.52;m13        ;Cl* NGC 6205 KAD 670               ;HB*;16 42 20.3452083408 +36 27 03.492767880;     ~   ;15.19    ;15.12    ;     ~   ;     ~   ;~              ;   7;   0
